codeInsee,CodePostal,NomOrganisme,NomCommune,Email,Téléphone,Url,Adresse,Latitude,Longitude,dateMiseAJour
14385,14400,Mairie de Magny-en-Bessin,Magny-en-Bessin,mairie.magnyenbessin@wanadoo.fr,02 31 92 54 07,"",11 Grande rue,49.3052527,-0.662923500000034,2017-04-21
10187,10110,Mairie de Landreville,Landreville,mairie.landreville@wanadoo.fr,+33 3 25 38 51 90,"","4, place de la Mairie",48.0733078,4.4716753,2013-02-27
30182,30730,Mairie de Montpezat,Montpezat,mairie.montpezat@wanadoo.fr,04 66 81 10 66,http://www.montpezat-gard.fr,10 place de l'Église,43.887001,4.1891598,2017-07-10
10218,10210,Mairie de Maisons-lès-Chaource,Maisons-lès-Chaource,mairie.maisons-les-chaource@wanadoo.fr,03 25 70 06 93,"",6 rue de la Mairie,48.0092352,4.1639225,2017-07-10
27301,27220,Mairie de Grossœuvre,Grossœuvre,mairie@mairie-grossoeuvre.fr,02 32 37 95 54,http://mairie-grossoeuvre.fr,36 rue Saint-Pierre,48.9347000122,1.20043003559,2016-12-16
39392,39290,Mairie d'Offlanges,Offlanges,mairie.offlanges@wanadoo.fr,03 84 70 36 29,http://www.offlanges.fr,Place Charles-Boisseau,47.2070007324,5.54929018021,2016-11-14
71147,71460,Mairie de Cortevaix,Cortevaix,mairie.cortevaix@wanadoo.fr,03 85 50 13 89,"",Route de Mont,46.511558,4.63902,2017-04-21
39370,39330,Mairie de Mouchard,Mouchard,commune.mouchard@wanadoo.fr,+33 3 84 37 82 67,http://www.mouchard.fr,"27, rue de Strasbourg",46.9754981995,5.79755020142,2014-08-05
02702,02590,Mairie de Savy,Savy,mairiedesavy@wanadoo.fr,03 23 68 81 59,http://www.savy02.fr,3 rue de Picardie,49.8293991089,3.18972992897,2016-11-14
76357,76280,Mairie de Hermeville,Hermeville,mairie-hermeville@wanadoo.fr,02 35 20 97 90,"",346 route du Village,49.5979576111,0.263038009405,2016-12-16
61442,61600,Mairie de Saint-Patrice-du-Désert,Saint-Patrice-du-Désert,mairie.stpatricedudesert@wanadoo.fr,02 33 37 16 06,"",Le Bourg,48.5418930054,-0.302148997784,2017-04-21
69269,69510,Mairie d'Yzeron,Yzeron,mairie@yzeron.com,04 72 41 17 30,http://www.yzeron.fr,31 Grande rue,45.7074012756,4.59120988846,2017-06-02
80383,80700,Mairie de Goyencourt,Goyencourt,"",03 22 87 49 36,"",Le Bourg,49.72563,2.76231,2017-08-10
70411,70800,Mairie de La Pisseure,La Pisseure,communelapisseure@orange.fr,+33 3 84 49 84 41,"","9, rue des Deux-Fontaines",47.8603949,6.22737,2014-08-04
70529,70100,Mairie de Velet,Velet,mairie.velet@orange.fr,+33 3 84 65 28 97,"",55 Grande rue,47.3937988281,5.54299020767,2016-01-15
15131,15240,Mairie du Monteil (Cantal),Le Monteil,mairie.lemonteil2@wanadoo.fr,04 71 40 64 02,"",Le Bourg,45.3342018127,2.48155999184,2017-03-08
47020,47120,Mairie de Baleyssagues,Baleyssagues,mairie.baleyssagues@wanadoo.fr,+33 5 53 83 76 61,"",Le Bourg,44.6846580505,0.155101001263,2016-02-08
40070,40270,Mairie de Castandet,Castandet,mairiedecastandet@wanadoo.fr,05 58 44 06 68,http://www.castandet.fr,16 place Hombourg,43.8123379,-0.352109,2017-02-21
38001,38490,Mairie des Abrets-en-Dauphiné,Les Abrets-en-Dauphinet,mairie@les-abrets-en-dauphine.fr,04 76 32 04 80,http://www.les-abrets-en-dauphine.fr,1 place Eloi-Cuchet,45.5367002,5.5860549,2016-12-16
40019,40200,Mairie d'Aureilhan,Aureilhan,contact@aureilhan40.fr,05 58 09 03 39,"",40 chemin de la Mairie,44.2186989,-1.2043735,2017-02-21
34133,34700,Mairie de Lavalette,Lavalette,mairie-lavalette@orange.fr,04 67 44 12 39,"",Place de la Liberté,43.695424,3.272758,2017-07-10
53146,53470,Mairie de Martigné-sur-Mayenne,Martigné-sur-Mayenne,mairie@martigne.com,02 43 02 50 34,http://www.martigne.com,5 place de l'Église,48.1934013367,-0.664308011532,2016-08-08
45309,45240,Mairie de Sennely,Sennely,contact.mairie@sennely.fr,02 38 76 93 14,http://www.sennely.fr,2 rue de la Rigolerie,47.6833000183,2.1489200592,2017-05-10
50570,50640,Mairie de Savigny-le-Vieux,Savigny-le-Vieux,mairie.savigny-le-vieux@wanadoo.fr,02 33 49 02 09,"",Le Bourg,48.504901886,-0.969705998898,2017-04-21
16181,16500,Mairie de Lessac,Lessac,commune.lessac@orange.fr,05 45 84 08 60,"",Le Bourg,46.0679725,0.6747718,2016-08-08
33235,33690,Mairie de Lavazan,Lavazan,mairie.lavazan@orange.fr,05 56 25 55 23,http://www.lavazan.fr,Le Bourg,44.392214,-0.1100199,2017-02-21
57761,57370,Mairie de Zilling,Zilling,mairie.zilling@wanadoo.fr,03 87 24 38 51,"",15 rue Principale,48.8100013733,7.22772979736,2017-06-13
55140,55110,Mairie de Cunel,Cunel,mairie.de.cunel@wibox.fr,"","",12 rue de la Fontaine,49.3358571,5.1147913,2017-06-13
45170,45300,Mairie de Intville-la-Guétard,Intville-la-Guétard,mairie.intvillelaguetard@orange.fr,+33 2 38 39 75 79,"","3, rue du Levrault",48.2609138489,2.21215295792,2013-02-27
74085,74170,Mairie des Contamines-Montjoie,Les Contamines-Montjoie,info@mairie-lescontamines.com,04 50 47 00 20,http://www.mairie-lescontamines.com,4 route Notre-Dame-de-la-Gorge,45.8215,6.72722,2016-12-16
71589,71140,Mairie de Vitry-sur-Loire,Vitry-sur-Loire,mairie.vitry.loire@wanadoo.fr,03 85 84 71 15,"",Le Bourg,46.6810077233,3.70616912842,2017-04-21
51243,51230,Mairie de Faux-Fresnay,Faux-Fresnay,mairie-faux-fresnay@wanadoo.fr,03 26 80 14 09,"",2 maison Commune,48.6501464,3.9372707,2016-07-06
31393,31540,Mairie de Mourvilles-Hautes,Mourvilles-Hautes,mairiemourvilleshautes@wanadoo.fr,05 62 71 12 21,"",10 place du Général-de-Laplane,43.4260520935,1.81712198257,2017-10-09
12177,12310,Mairie de Palmas-d'Aveyron,Palmas-d'Aveyron,palmas.aveyron@orange.fr,05 65 69 65 76,http://www.palmasdaveyron.fr,Palmas,44.383035,2.837766,2017-10-09
39307,39260,Mairie de Maisod,Maisod,mairie.maisod@wanadoo.fr,03 84 42 32 46,"",230 route du Pont-de-la-Pyle,46.4767434,5.6912366,2016-11-14
73124,73200,Mairie de Gilly-sur-Isère,Gilly-sur-Isère,mairie@gilly.fr,+33 4 79 32 04 07,http://www.gilly.fr,1 place de la Mairie,45.6598685,6.3487916,2015-07-08
26243,26160,Mairie du Poët-Laval,Le Poët-Laval,mairie.poet.laval@wanadoo.fr,04 75 46 44 12,http://www.lepoetlaval.org,1 place de la Mairie,44.536615,5.014532,2016-12-16
2B057,20230,Mairie de Canale-di-Verde,Canale-di-Verde,canalediverde@wanadoo.fr,04 95 38 82 53,"",Mairie,42.277097,9.474762,2017-05-10
24460,24600,Mairie de Saint-Méard-de-Drône,Saint-Méard-de-Drône,maire-st-meard-de-drone@wanadoo.fr,05 53 90 34 69,"",Le Bourg,45.2485122681,0.422571986914,2017-02-21
21162,21700,Mairie de Chaux,Chaux,mairie.chaux@wanadoo.fr,03 80 61 04 08,"",1 place de la Mairie,47.129576,4.906875,2017-04-21
38299,38970,Mairie de Pellafol,Pellafol,mairie-pellafol@wanadoo.fr,04 76 30 03 12,"",Les Payas,44.7942123413,5.91559505463,2016-12-16
39393,39250,Mairie d'Onglières,Onglières,mairie.onglieres@wanadoo.fr,03 84 51 19 37,"",1 rue de Charbonny,46.79396,6.00967,2016-11-14
70117,70400,Mairie de Châlonvillars,Châlonvillars,mairie.chalonvillars@gmail.com,03 84 28 60 39,http://mairie-chalonvillars.e-monsite.com,42 rue Principale,47.6384010315,6.78447008133,2016-11-14
89147,89130,Mairie de Dracy,Dracy,mairie.dracy@orange.fr,+33 3 86 44 14 73,"","2, Grande rue",47.7027015686,3.16900992393,2014-07-17
25113,25380,Mairie de Chamesey,Chamesey,mairie.chamesey@wanadoo.fr,03 81 44 32 34,"",5 rue des Tilleuls,47.236022,6.647822,2016-11-14
38464,38110,Mairie de Saint-Victor-de-Cessieu,Saint-Victor-de-Cessieu,mairie@saintvictordecessieu.fr,04 74 33 40 80,http://www.saintvictordecessieu.fr,62 place de l'Église,45.5415992737,5.39144992828,2016-12-16
68363,68480,Mairie de Werentzhouse,Werentzhouse,mairiewerentzhouse@wanadoo.fr,03 89 40 42 34,http://www.werentzhouse.fr,10 rue de Fislis,47.5149002075,7.35854005814,2017-03-31
10151,10280,Mairie de Fontaine-les-Grès,Fontaine-les-Grès,mairie.fontainelesgres@wanadoo.fr,03 25 70 23 18,http://www.fontainelesgres.fr,46 boulevard Doré,48.4248008728,3.91230988503,2017-07-10
40251,40390,Mairie de Saint-Barthélemy,Saint-Barthélemy,mairie.saintbarthelemy@wanadoo.fr,05 59 56 21 01,http://www.saintbarthelemy40.com,Route des Barthes,43.5152289,-1.3307846,2017-02-21
88177,88530,Mairie de La Forge,La Forge,mairie.laforge@wanadoo.fr,03 29 61 10 31,"",3 route de la Mairie,48.067199707,6.72820997238,2017-06-13
29072,29730,Mairie du Guilvinec,Guilvinec,mairie@leguilvinec.com,+33 2 98 58 10 21,http://www.leguilvinec.com,33 rue de la Marine,47.7944984436,-4.28269004822,2016-04-12
28142,28120,Mairie d'Ermenonville-la-Petite,Ermenonville-la-Petite,mairieermenonvillela-petite@wanadoo.fr,02 37 26 63 58,"",35 rue Marcel-Proust,48.2956809998,1.35245597363,2017-05-10
77527,77540,Mairie de Voinsles,Voinsles,mairie.voinles@wanadoo.fr,01 64 25 64 17,http://www.voinsles.site-mairies.com,3 rue du 11-Novembre,48.6902938,3.0032421,2017-05-10
62844,62560,Mairie de Verchocq,Verchocq,communedeverchocq@orange.fr,03 21 86 54 90,"",72 rue Principale,50.5223007202,2.09261989594,2016-08-08
88176,88240,Mairie de Fontenoy-le-Château,Fontenoy-le-Château,mairie.fontenoylechateau@wanadoo.fr,03 29 36 33 09,http://www.fontenoy-le-chateau.com,9 rue de l'Église,47.9734992981,6.19942998886,2017-06-13
08077,08400,Mairie de Bourcq,Bourcq,mairie.bourcq@wanadoo.fr,03 24 30 73 99,"",2 rue Haute,49.3856257,4.6340298,2017-07-10
80605,80400,Mairie d'Offoy,Offoy,mairie.offoy@laposte.net,03 23 81 05 57,"",12 rue Haute,49.7620277405,3.00944209099,2016-11-14
11440,11220,Mairie de Villetritouls,Villetritouls,commune-villetritouls@orange.fr,04 68 24 08 93,"","2, rue de la Mairie","","",2017-09-05
80038,80560,Mairie d'Auchonvillers,Auchonvillers,auchonvillers.mairie@wanadoo.fr,03 22 76 27 17,"",1 rue Delattre,50.0797538757,2.63178896904,2016-11-14
58044,58440,Mairie de La Celle-sur-Loire,La Celle-sur-Loire,mairie.cellesurloire@orange.fr,03 86 26 03 85,"",42 rue de Paris,47.474391,2.928822,2017-04-21
44098,44780,Mairie de Missillac,Missillac,mairie@missillac.fr,02 40 88 31 09,http://www.missillac.fr,6 rue de la Fontaine-Saint-Jean,47.4798685,-2.1584997,2016-08-08
55567,55120,Mairie de Ville-sur-Cousances,Ville-sur-Cousances,mairie.villesurcousances@wanadoo.fr,09 67 46 58 13,"",10 rue de la Guillotte,"","",2017-09-11
30287,30200,Mairie de Saint-Michel-d'Euzet,Saint-Michel-d'Euzet,saint.michel.deuzet@orange.fr,04 66 82 73 03,"",1 place de la Mairie,44.2013805,4.54236309999999,2016-07-06
59428,59554,Mairie de Neuville-Saint-Rémy,Neuville-Saint-Rémy,accueil@mairie-neuville-st-remy.fr,03 27 73 30 30,http://www.neuvillesaintremy.fr,Place Edouard-Lhôtellier,50.18829,3.2225336,2016-08-08
30027,30140,Mairie de Bagard,Bagard,accueil@ville-2-bagard.fr,04 66 60 70 22,http://www.ville-de-bagard.fr,Hôtel de Ville,44.073392,4.052265,2017-07-10
17074,17210,Mairie de Bussac-Forêt,Bussac-Forêt,bussac-foret@mairie17.com,05 46 04 38 20,http://www.bussac-foret.fr,2 place de la Gare,45.2121009827,-0.3684900105,2016-08-08
34312,34260,Mairie de La Tour-sur-Orb,La Tour-sur-Orb,mairie.latoursurorb@orange.fr,04 67 95 05 44,http://www.latoursurorb.fr,Place de la Mairie,43.6212997437,3.07118010521,2017-07-10
39503,39300,Mairie de Sapois,Sapois,mairie.sapois.jura@wanadoo.fr,03 84 52 61 22,"",Place de la Mairie,46.7279465,5.9596408,2016-11-14
56054,56410,Mairie d'Erdeven,Erdeven,mairieaccueil@erdeven.fr,02 97 55 64 62,http://www.ville-erdeven.com,Place de la Mairie,47.6416015625,-3.15569996834,2017-02-21
74013,74200,Mairie d'Anthy-sur-Léman,Anthy-sur-Léman,accueil@anthy-sur-leman.fr,04 50 70 35 01,http://www.anthy-sur-leman.fr,7 rue de la Mairie,46.3549003601,6.42663002014,2016-12-16
31537,31800,Mairie de Savarthes,Savarthes,savarthes.mairie@wanadoo.fr,05 61 89 79 39,"",4 rue de la Mairie,43.119374,0.805086,2017-10-09
47237,47300,Mairie de Sainte-Colombe-de-Villeneuve,Sainte-Colombe-de-Villeneuve,m.ste.colombe.villeneuve@wanadoo.fr,05 53 40 00 75,"",1 place Roger-et-Inès-Durey,44.359758,0.657506,2017-02-21
81290,81170,Mairie de Souel,Souel,mairie.souel@wanadoo.fr,05 63 56 17 28,"",Le Bourg,44.030456543,1.95545101166,2017-10-09
69227,69850,Mairie de Saint-Martin-en-Haut,Saint-Martin-en-Haut,mairie@stmarth.fr,04 78 48 61 01,http://www.saintmartinenhaut.fr,Place de la Mairie,45.6601982117,4.55940008163,2016-12-16
72085,72310,Mairie de Cogners,Cogners,mairie-cogners@wanadoo.fr,+33 2 43 35 11 02,"",3-5 rue Freddy-Limbosch,47.8688011169,0.659096002579,2015-08-12
08199,08700,Mairie de La Grandville,La Grandville,mairie-la-grandville@orange.fr,03 24 57 22 76,"",1 place de la Mairie,49.7633018494,4.7702498436,2017-07-10
21456,21500,Mairie de Nogent-les-Montbard,Nogent-les-Montbard,mairie.nogentlesmontbard@orange.fr,03 80 92 30 59,"",3 rue des Tilleuls,47.6077419,4.380377800000019,2017-04-21
36148,36800,Mairie d'Oulches,Oulches,oulches-mairie@wanadoo.fr,02 54 37 95 10,"",1 place Menneton,46.6139564514,1.29581296444,2017-05-10
60452,60119,Mairie de Neuville-Bosc,Neuville-Bosc,mairie.neuville-bosc@wanadoo.fr,+33 3 44 49 82 84,"",1 place du 11-Novembre-1918,49.1998062134,2.01226305962,2015-07-08
24355,24250,Mairie de La Roque-Gageac,La Roque-Gageac,mairie-la-roque-gageac@wanadoo.fr,05 53 29 51 52,http://www.laroquegageac.fr,Le Bourg,44.7886009216,1.17021000385,2017-02-21
08047,08430,Mairie de Barbaise,Barbaise,barbaise.mairie@orange.fr,03 24 35 04 58,"",Rue des Brebis,49.6644106,4.5602951,2016-07-06
50265,50430,Mairie de Laulne,Laulne,mairie.laulne@orange.fr,02 33 46 62 73,"",Le Bourg,49.245098114,-1.45961999893,2017-04-21
36159,36330,Mairie du Poinçonnet,Le Poinçonnet,mairie.lepoinconnet@wanadoo.fr,02 54 60 55 35,http://www.ville-lepoinconnet.fr,Place du 1er-Mai,46.7644052,1.7187812,2017-05-10
64492,64220,Mairie de Saint-Michel,Saint-Michel,mairie.saintmichel@orange.fr,05 59 49 19 10,http://www.garazibaigorri.com,Le Bourg,43.136238,-1.2208429,2017-02-21
59441,59570,Mairie d'Obies,Obies,mairie.obies@wanadoo.fr,09 77 84 07 74,"",200 rue de la Wiarde,"","",2017-08-30
53211,53500,Mairie de Saint-Denis-de-Gastines,Saint-Denis-de-Gastines,mairie.saintdenisdegastines@orange.fr,02 43 00 52 14,http://www.st-denis-de-gastines.fr,Rue de Bretagne,48.3422012329,-0.859247028828,2016-08-08
30021,30190,Mairie d'Aubussargues,Aubussargues,mairie@aubussargues.fr,04 66 81 21 77,"",Rue de la Mairie,43.9832000732,4.33058023453,2017-07-10
14327,14200,Mairie de Hérouville-Saint-Clair,Hérouville-Saint-Clair,mairie@herouville.net,02 31 45 33 11,http://www.herouville.net,11 place François-Mitterrand,49.20358,-0.333655,2017-04-21
27064,27210,Mairie de Berville-sur-Mer,Berville-sur-Mer,mairie-berville-sur-mer@wanadoo.fr,02 32 57 61 92,http://www.berville-sur-mer.fr,30 rue de la République,49.4283981323,0.360448986292,2016-12-16
56168,56340,Mairie de Plouharnel,Plouharnel,accueil@mairieplouharnel.fr,02 97 52 30 90,http://mairieplouharnel.fr,2 place Saint-Armel,47.5979003906,-3.11262011528,2017-02-21
62638,62860,Mairie d'Oisy-le-Verger,Oisy-le-Verger,mairieoisy-le-verger@xilan.fr,03 21 50 40 20,"",1 place du Général-Desailly,50.251499176,3.12056994438,2016-08-08
05127,05190,Mairie de Rousset,Rousset,mairiederousset@gmail.com,04 92 54 45 50,http://www.rousset.a3w.fr,12 rue de la Mairie,44.4676307,6.2326089,2017-07-10
62577,62270,Mairie de Monchel-sur-Canche,Monchel-sur-Canche,monchelsurcanche@orange.fr,03 21 47 17 49,"","51, rue de Saint-Pol","","",2017-08-21
60438,60350,Mairie de Moulin-sous-Touvent,Moulin-sous-Touvent,mairie-moulin.sous.touvent@wanadoo.fr,03 44 42 17 60,http://www.moulinsoustouvent.com,2 rue du Général-Collardet,49.4557991028,3.07170009613,2016-11-14
37007,37120,Mairie d'Assay,Assay,mairie.d.assay@wanadoo.fr,+33 2 47 95 73 22,"",2 place de la Mairie,47.083767,0.3345651,2016-05-10
74275,74290,Mairie de Talloires-Montmin,Talloires-Montmin,commune@talloires.fr,04 50 66 76 54,http://www.talloires.fr,27 rue André-Theuriet,45.8381271362,6.21532583237,2016-12-16
73076,73370,Mairie de La Chapelle-du-Mont-du-Chat,La Chapelle-du-Mont-du-Chat,chapellemontduchat@gmail.com,04 79 25 20 34,"",Chef-lieu,45.773399353,5.80877017975,2016-12-16
24313,24170,Mairie d'Orliac,Orliac,commune.dorliac@orange.fr,+33 5 53 29 98 90,"",Le Bourg,44.7165679932,1.06831896305,2013-02-27
67372,67350,Mairie de Val-de-Moder,Val-de-Moder,mairie@pfaffenhoffen.org,03 88 07 70 55,http://www.pfaffenhoffen.org,Pfaffenhoffen,48.8457838,7.61002519,2017-03-31
22041,22140,Mairie de Coatascorn,Coatascorn,mairie.coatascorn@wanadoo.fr,02 96 47 00 55,"",5 rue de la Mairie,48.6611536,-3.2209921,2017-02-21
56202,56140,Mairie de Saint-Abraham,Saint-Abraham,mairie-saint-abraham@wanadoo.fr,02 97 74 91 55,http://www.saint-abraham.fr,4 rue de la Mairie,47.8563995361,-2.41125011444,2017-02-21
50150,50630,Mairie de Crasville,Crasville,mairiedecrasville@mediamanche.com,02 33 54 15 81,"",11 hameau Viel,49.549118042,-1.34310400486,2017-04-21
86041,86180,Mairie de Buxerolles,Buxerolles,contact@buxerolles.fr,05 49 38 38 49,http://www.buxerolles.fr,12 rue de l'Hôtel-de-Ville,46.5985617,0.352332,2016-08-08
55224,55000,Mairie de Haironville,Haironville,mairie.haironville@wanadoo.fr,03 29 70 25 14,http://www.haironville.net,10 rue de Longeville,48.6888999939,5.09056997299,2017-06-13
46122,46130,Mairie de Gintrac,Gintrac,mairie.gintrac@wanadoo.fr,05 65 38 58 85,"",Le Bourg,44.8949737549,1.76344203949,2017-10-09
35084,35330,Mairie de Comblessac,Comblessac,mairie.comblessac@wanadoo.fr,02 99 34 96 09,http://comblessac.com,1 place de la Mairie,47.876768,-2.084245,2017-02-21
27279,27620,Mairie de Gasny,Gasny,mairie@gasny.fr,02 32 77 54 50,http://www.gasny.fr,42 rue de Paris,49.0889854431,1.60748100281,2016-12-16
43014,43450,Mairie d'Autrac,Autrac,mairieautrac@wanadoo.fr,+33 4 71 76 25 55,"",Le Bourg,45.3176651001,3.16859698296,2016-03-10
22219,22150,Mairie de Plouguenast,Plouguenast,mairie@plouguenast.fr,02 96 28 70 28,http://www.plouguenast.fr,3 rue des Écoles,48.280908,-2.703871,2017-02-21
25262,25390,Mairie de Fuans,Fuans,mairie.fuans@wanadoo.fr,03 81 43 55 10,"",22 bis Grande rue,47.1293983459,6.57038021088,2016-11-14
32053,32140,Mairie de Bézues-Bajon,Bézues-Bajon,mairie-de-bezues-bajon@wanadoo.fr,05 62 66 13 60,"",Village,43.38489151,0.599672019482,2017-10-09
43197,43320,Mairie de Sain-Jean-de Nay,ST JEAN DE NAY,"",+33 4 71 08 07 38,"",Le Bourg,45.0695114136,3.69656205177,2004-08-18
51127,51260,Mairie de La Chapelle-Lasson,La Chapelle-Lasson,commune-chapelle-lasson@orange.fr,03 26 42 72 76,"",2 rue du Gué-du-Four,48.628312,3.8323639,2017-07-10
50591,50640,Mairie du Teilleul,Le Teilleul,mairieduteilleul@wanadoo.fr,02 33 59 40 05,http://www.leteilleul.fr,60 rue Beauregard,48.5392906,-0.8734248,2017-09-20
02503,02390,Mairie de Mont-d'Origny,Mont-d'Origny,mairiedemtdorigny@wanadoo.fr,+33 3 23 09 84 85,http://www.montdorigny.fr,44 rue Jean-Mermoz,49.8479003906,3.51218008995,2015-07-08
86131,86410,Mairie de Lhommaizé,Lhommaizé,mairie@lhommaize.fr,05 49 42 70 03,http://www.lhommaize.fr,12 route de Verrières,46.4323005676,0.595413982868,2016-08-08
62204,62870,Mairie de Campagne-lès-Hesdin,Campagne-lès-Hesdin,campagne.les.hesdin@wanadoo.fr,03 21 90 32 49,http://www.mairie-campagne-les-hesdin.fr,101 rue Daniel-Ranger,50.3996009827,1.87848997116,2016-08-08
97415,97864,Mairie de Saint-Paul,Saint-Paul Cedex,maire@mairie-saintpaul.fr,+262 2 62 45 43 45,http://www.mairie-saintpaul.fr,Place du Général-de-Gaulle,-21.014047,55.269527,2016-12-16
82102,82120,Mairie de Mansonville,Mansonville,mairie-mansonville@info82.com,05 63 94 05 39,http://www.mansonville-fr.com,Le Bourg,44.0165596008,0.840771973133,2017-10-09
39314,39270,Mairie de Marnezia,MARNEZIA,"",+33 3 84 35 76 13,"",rue du Château,46.5583992004,5.6092300415,2007-12-01
63208,63440,Mairie de Marcillat,Marcillat,marcillat.63@wanadoo.fr,04 73 97 40 86,"",Le Bourg,46.0793190002,3.03689408302,2017-03-31
62546,62250,Mairie de Maninghen-Henne,Maninghen-Henne,maninghenhenne@wanadoo.fr,+33 3 21 32 01 34,"",47 bis rue Durieux,50.768032074,1.66774201393,2015-08-12
24124,24160,Mairie de Clermont-d'Excideuil,Clermont-d'Excideuil,clermont.mairie@wanadoo.fr,05 53 62 43 65,"",Le Bourg,45.365098,1.051585,2017-02-21
02099,02400,Mairie de Bonnesvalyn,Bonnesvalyn,mairie.bonnesvalyn@orange.fr,+33 3 23 70 65 34,"",Rue Saint-Martin,49.1209220886,3.31759405136,2015-07-08
70145,70190,Mairie de Chaux-la-Lotière,Chaux-la-Lotière,chaux-la-lotiere@wanadoo.fr,03 84 91 73 97,http://www.chaux-la-lotiere.fr,2 rue de Boult,47.3817977,5.98062490000007,2016-11-14
95154,95380,Mairie de Chennevières-lès-Louvres,Chennevières-lès-Louvres,mairie@chennevieresleslouvres.fr,+33 1 34 68 14 30,http://www.ma-mairie.com,5 place de l'Église,49.0449981689,2.55122995377,2016-05-10
54125,54122,Mairie de Chenevières,Chenevières,mairie.chenevieres@wanadoo.fr,03 83 72 64 69,"",11 route des Vosges,48.5177993774,6.63462018967,2017-06-13
90029,90300,Mairie de Cravanche,Cravanche,contact@cravanche.fr,03 84 26 07 10,http://www.mairie-cravanche.fr,2 rue Pierre-et-Marie-Curie,47.6553993225,6.83665990829,2016-11-14
03112,03140,Mairie d'Étroussat,Étroussat,mairie@etroussat.fr,04 70 56 70 67,http://www.etroussat.fr,12 rue de la Mairie,46.2210006,3.2215099,2017-03-31
42018,42520,Mairie de Bessey,Bessey,mairie.bessey42@orange.fr,04 74 87 36 83,"",10 place de la Mairie,45.4143981934,4.73156023026,2016-12-16
89204,89440,Mairie d'Isle-sur-Serein,L'Isle-sur-Serein,mairie-isle-sur-serein@wanadoo.fr,03 86 33 80 74,http://www.isle-sur-serein.fr,2 rue Bouchardat,47.5862998962,4.00383996964,2017-04-21
04199,04200,Mairie de Saint-Vincent-sur-Jabron,Saint-Vincent-sur-Jabron,mairie.stvincentsurjabron@wanadoo.fr,04 92 62 00 56,"",Le Village,44.1706008911,5.74211978912,2017-07-10
30345,30530,Mairie de La Vernarède,La Vernarède,ville.lavernarede@wanadoo.fr,04 66 61 48 91,"",Rue des Écoles,44.2892227173,4.00899505615,2017-07-10
24316,24410,Mairie de Chenaud,Parcoul-Chenaud,mairie.chenaud@wanadoo.fr,+33 5 53 90 81 13,"",Le Bourg,45.218292,0.1013401,2017-04-27
61425,61380,Mairie de Saint-Martin-des-Pézerits,Saint-Martin-des-Pézerits,st-martin-des-pezerits.mairie@wanadoo.fr,02 33 34 43 65,"",Le Bourg,48.6323738098,0.483296006918,2017-04-21
83059,83136,Mairie de Forcalqueiret,Forcalqueiret,accueil@mairie-forcalqueiret.net,04 98 05 13 99,http://www.mairie-forcalqueiret.net,2 avenue Frédéric-Mistral,43.3362998962,6.08051013947,2017-07-10
03152,03330,Mairie de Louroux-de-Bouble,Louroux-de-Bouble,mairie-louroux-de-bouble@wanadoo.fr,04 70 90 47 30,http://louroux-de-bouble.planet-allier.com,Le Bourg,46.2256278992,2.97884488106,2017-03-31
60250,60000,Mairie de Fouquenies,Fouquenies,mairie-fouquenies@wanadoo.fr,+33 3 44 79 01 54,"",4 rue de Montmille,49.4659004211,2.04134011269,2015-07-08
98722,98708,Mairie d'Hitiaa O Te Ra,Hitiaa O Te Ra,"",+689 52 16 16,"",Îles-du-Vent,"","",2015-05-20
60027,60800,Mairie d'Auger-Saint-Vincent,Auger-Saint-Vincent,mairie.auger.60@wanadoo.fr,03 44 59 16 58,http://www.augersaintvincent.fr,2 rue du Raguet,49.2182998657,2.8059399128,2016-11-14
15011,15150,Mairie d'Arnac,Arnac,mairiearnac@wanadoo.fr,04 71 62 90 57,http://www.village-vacances-cantal.com/fr,Lacan,45.0602912903,2.23376011848,2017-03-31
80114,80160,Mairie de Bosquel,Bosquel,mairie.bosquel@orange.fr,+33 3 22 09 40 77,"",4 rue de la Ruellette,49.7381672,2.2172415,2015-07-08
05110,05290,Mairie de Puy-Saint-Vincent,Puy-Saint-Vincent,mairie-puystvincent@wanadoo.fr,04 92 23 30 66,http://www.puy-saint-vincent.fr,Les Alberts,44.8279838562,6.49522590637,2017-07-10
39556,39130,Mairie de Vertamboz,Vertamboz,mairievertamboz@orange.fr,+33 3 84 48 32 40,"","529, rue des Fontaines",46.5957870483,5.7401061058,2014-08-05
08435,08300,Mairie de Tagnon,Tagnon,commune.tagnon@wanadoo.fr,03 24 38 80 06,"",1 rue du Docteur-Doyen,49.4382736,4.2903659,2017-07-10
67159,67320,Mairie de Goerlingen,Goerlingen,goerlingen.mairie@wanadoo.fr,03 88 01 95 08,"",2 rue de l'Église,48.7944145,7.0852992,2017-03-31
79080,79200,Mairie de Châtillon-sur-Thouet,Châtillon-sur-Thouet,mairie_chatillon@cc-parthenay-gatine.fr,05 49 95 07 84,http://www.chatillonsurthouet.fr,1 boulevard du Thouet,46.6600418091,-0.239189997315,2016-08-08
27313,27370,Mairie de La Harengère,La Harengère,mairie-la-harengere@wanadoo.fr,02 32 35 71 30,http://notrevillagelaharengere.e-monsite.com,8 rue de la Mairie,49.2305487,0.9960481,2016-12-16
54242,54113,Mairie de Gye,Gye,mairie.gye@wanadoo.fr,03 83 62 55 96,"",12 rue de la Fontaine,48.6535987854,5.90713977814,2017-06-13
